H|01-steady|调用=500|初始=8|下限=1|上限=32|冷却=200|超时=2000
A|70|1|8|9|成功
A|270|21|9|10|成功
A|470|41|10|11|成功
A|670|61|11|12|成功
A|870|81|12|13|成功
A|1070|101|13|14|成功
A|1270|121|14|15|成功
A|1470|141|15|16|成功
A|1670|161|16|17|成功
A|1870|181|17|18|成功
A|2070|201|18|19|成功
A|2270|221|19|20|成功
A|2470|241|20|21|成功
A|2670|261|21|22|成功
A|2870|281|22|23|成功
A|3070|301|23|24|成功
A|3270|321|24|25|成功
A|3470|341|25|26|成功
A|3670|361|26|27|成功
A|3870|381|27|28|成功
A|4070|401|28|29|成功
A|4270|421|29|30|成功
A|4470|441|30|31|成功
A|4670|461|31|32|成功
T|调用=500|成功=500|失败=0|放弃=0|截止=5060|吞吐=98.814|错误率=0.000%|调整=24|最低=8|最高=32|末值=32
