H|06-scale|调用=12000|初始=8|下限=1|上限=32|冷却=200|超时=3000
A|22|1|8|9|成功
A|222|90|9|10|成功
A|422|189|10|11|成功
A|622|298|11|12|成功
A|822|401|12|13|成功
A|1022|501|13|14|成功
A|1222|601|14|15|成功
A|1422|701|15|16|成功
A|1622|801|16|17|成功
A|1822|901|17|18|成功
A|2022|1001|18|19|成功
A|2222|1101|19|20|成功
A|2422|1201|20|21|成功
A|2622|1301|21|22|成功
A|2822|1401|22|23|成功
A|3022|1501|23|24|成功
A|3222|1601|24|25|成功
A|3422|1701|25|26|成功
A|3622|1801|26|27|成功
A|3822|1901|27|28|成功
A|4022|2001|28|29|成功
A|4222|2101|29|30|成功
A|4422|2201|30|31|成功
A|4622|2301|31|32|成功
A|4830|2405|32|16|失败
A|5030|2505|16|17|成功
A|5230|2605|17|18|成功
A|5430|2705|18|19|成功
A|5630|2805|19|20|成功
A|5830|2905|20|21|成功
A|6030|3005|21|22|成功
A|6230|3105|22|23|成功
A|6430|3205|23|24|成功
A|6630|3305|24|25|成功
A|6830|3405|25|26|成功
A|7030|3505|26|27|成功
A|7230|3605|27|28|成功
A|7430|3705|28|29|成功
A|7630|3805|29|30|成功
A|7830|3905|30|31|成功
A|8030|4005|31|32|成功
A|8234|4107|32|16|失败
A|8434|4207|16|17|成功
A|8634|4307|17|18|成功
A|8834|4407|18|19|成功
A|9034|4507|19|20|成功
A|9234|4607|20|21|成功
A|9434|4707|21|22|成功
A|9634|4807|22|23|成功
A|9834|4907|23|24|成功
A|10034|5007|24|25|成功
A|10234|5107|25|26|成功
A|10434|5207|26|27|成功
A|10634|5307|27|28|成功
A|10834|5407|28|29|成功
A|11034|5507|29|30|成功
A|11234|5607|30|31|成功
A|11434|5707|31|32|成功
A|11638|5809|32|16|失败
A|11838|5909|16|17|成功
A|12038|6009|17|8|失败
A|12242|6091|8|4|失败
A|12450|6135|4|2|失败
A|12654|6157|2|3|成功
A|12854|6186|3|4|成功
A|13054|6225|4|5|成功
A|13254|6274|5|6|成功
A|13454|6333|6|7|成功
A|13654|6402|7|8|成功
A|13854|6481|8|9|成功
A|14054|6570|9|10|成功
A|14254|6669|10|11|成功
A|14454|6778|11|12|成功
A|14654|6897|12|13|成功
A|14854|7026|13|14|成功
A|15054|7165|14|15|成功
A|15254|7314|15|16|成功
A|15454|7473|16|17|成功
A|15654|7642|17|18|成功
A|15854|7821|18|19|成功
A|16054|8010|19|20|成功
A|16254|8117|20|21|成功
A|16454|8217|21|22|成功
A|16654|8317|22|23|成功
A|16854|8417|23|24|成功
A|17054|8517|24|25|成功
A|17254|8617|25|26|成功
A|17454|8717|26|27|成功
A|17654|8817|27|28|成功
A|17854|8917|28|14|失败
A|18054|9017|14|15|成功
A|18254|9117|15|16|成功
A|18454|9217|16|17|成功
A|18654|9317|17|18|成功
A|18854|9417|18|19|成功
A|19054|9517|19|20|成功
A|19254|9617|20|21|成功
A|19454|9717|21|22|成功
A|19654|9817|22|23|成功
A|19854|9917|23|24|成功
A|20054|10017|24|25|成功
A|20254|10117|25|26|成功
A|20454|10217|26|27|成功
A|20654|10317|27|28|成功
A|20854|10417|28|29|成功
A|21054|10517|29|30|成功
A|21254|10617|30|31|成功
A|21454|10717|31|32|成功
A|21702|10841|32|16|失败
A|21902|10941|16|17|成功
A|22102|11041|17|18|成功
A|22302|11141|18|19|成功
A|22502|11241|19|20|成功
A|22702|11341|20|21|成功
A|22902|11441|21|22|成功
A|23102|11541|22|23|成功
A|23302|11641|23|24|成功
A|23502|11741|24|25|成功
A|23702|11841|25|26|成功
A|23902|11941|26|27|成功
T|调用=12000|成功=11530|失败=470|放弃=0|截止=24020|吞吐=480.017|错误率=3.917%|调整=120|最低=2|最高=32|末值=27
