# 调用时序脚本：H 行给口径，C 行一行一个调用（到达时刻 ms / 耗时 ms / 结果）。
H|名=03-sticky|初始=8|下限=1|上限=32|冷却=200|超时=2000
C|10|40|err
C|20|40|err
C|30|40|ok
C|40|40|err
C|50|40|err
C|60|40|err
C|70|40|err
C|80|40|ok
C|90|40|err
C|100|40|err
C|110|40|err
C|120|40|err
C|130|40|ok
C|140|40|err
C|150|40|err
C|160|40|err
C|170|40|err
C|180|40|ok
C|190|40|err
C|200|40|err
C|210|40|err
C|220|40|err
C|230|40|ok
C|240|40|err
C|250|40|err
C|260|40|err
C|270|40|err
C|280|40|ok
C|290|40|err
C|300|40|err
C|310|40|err
C|320|40|err
C|330|40|ok
C|340|40|err
C|350|40|err
C|360|40|err
C|370|40|err
C|380|40|ok
C|390|40|err
C|400|40|err
C|410|40|err
C|420|40|err
C|430|40|ok
C|440|40|err
C|450|40|err
C|460|40|err
C|470|40|err
C|480|40|ok
C|490|40|err
C|500|40|err
C|510|40|err
C|520|40|err
C|530|40|ok
C|540|40|err
C|550|40|err
C|560|40|err
C|570|40|err
C|580|40|ok
C|590|40|err
C|600|40|err
C|610|40|err
C|620|40|err
C|630|40|ok
C|640|40|err
C|650|40|err
C|660|40|err
C|670|40|err
C|680|40|ok
C|690|40|err
C|700|40|err
C|710|40|err
C|720|40|err
C|730|40|ok
C|740|40|err
C|750|40|err
C|760|40|err
C|770|40|err
C|780|40|ok
C|790|40|err
C|800|40|err
C|810|40|err
C|820|40|err
C|830|40|ok
C|840|40|err
C|850|40|err
C|860|40|err
C|870|40|err
C|880|40|ok
C|890|40|err
C|900|40|err
C|910|40|err
C|920|40|err
C|930|40|ok
C|940|40|err
C|950|40|err
C|960|40|err
C|970|40|err
C|980|40|ok
C|990|40|err
C|1000|40|err
C|1010|40|err
C|1020|40|err
C|1030|40|ok
C|1040|40|err
C|1050|40|err
C|1060|40|err
C|1070|40|err
C|1080|40|ok
C|1090|40|err
C|1100|40|err
C|1110|40|err
C|1120|40|err
C|1130|40|ok
C|1140|40|err
C|1150|40|err
C|1160|40|err
C|1170|40|err
C|1180|40|ok
C|1190|40|err
C|1200|40|err
C|1210|40|err
C|1220|40|err
C|1230|40|ok
C|1240|40|err
C|1250|40|err
C|1260|40|err
C|1270|40|err
C|1280|40|ok
C|1290|40|err
C|1300|40|err
C|1310|40|err
C|1320|40|err
C|1330|40|ok
C|1340|40|err
C|1350|40|err
C|1360|40|err
C|1370|40|err
C|1380|40|ok
C|1390|40|err
C|1400|40|err
C|1410|40|err
C|1420|40|err
C|1430|40|ok
C|1440|40|err
C|1450|40|err
C|1460|40|err
C|1470|40|err
C|1480|40|ok
C|1490|40|err
C|1500|40|err
C|1510|40|err
C|1520|40|err
C|1530|40|ok
C|1540|40|err
C|1550|40|err
C|1560|40|err
C|1570|40|err
C|1580|40|ok
C|1590|40|err
C|1600|40|err
C|1610|40|err
C|1620|40|err
C|1630|40|ok
C|1640|40|err
C|1650|40|err
C|1660|40|err
C|1670|40|err
C|1680|40|ok
C|1690|40|err
C|1700|40|err
C|1710|40|err
C|1720|40|err
C|1730|40|ok
C|1740|40|err
C|1750|40|err
C|1760|40|err
C|1770|40|err
C|1780|40|ok
C|1790|40|err
C|1800|40|err
C|1810|40|err
C|1820|40|err
C|1830|40|ok
C|1840|40|err
C|1850|40|err
C|1860|40|err
C|1870|40|err
C|1880|40|ok
C|1890|40|err
C|1900|40|err
C|1910|40|err
C|1920|40|err
C|1930|40|ok
