# 调用时序脚本：H 行给口径，C 行一行一个调用（到达时刻 ms / 耗时 ms / 结果）。
H|名=05-idle|初始=8|下限=1|上限=32|冷却=200|超时=2000
C|10|60|ok
C|20|60|ok
C|30|60|ok
C|40|60|ok
C|50|60|ok
C|60|60|ok
C|70|60|ok
C|80|60|ok
C|90|60|ok
C|100|60|ok
C|110|60|ok
C|120|60|ok
C|130|60|ok
C|140|60|ok
C|150|60|ok
C|160|60|ok
C|170|60|ok
C|180|60|ok
C|190|60|ok
C|200|60|ok
C|20010|60|ok
C|20020|60|ok
C|20030|60|ok
C|20040|60|ok
C|20050|60|ok
C|20060|60|ok
C|20070|60|ok
C|20080|60|ok
C|20090|60|ok
C|20100|60|ok
C|20110|60|ok
C|20120|60|ok
C|20130|60|ok
C|20140|60|ok
C|20150|60|ok
C|20160|60|ok
C|20170|60|ok
C|20180|60|ok
C|20190|60|ok
C|20200|60|ok
C|40010|60|ok
C|40020|60|ok
C|40030|60|ok
C|40040|60|ok
C|40050|60|ok
C|40060|60|ok
C|40070|60|ok
C|40080|60|ok
C|40090|60|ok
C|40100|60|ok
C|40110|60|ok
C|40120|60|ok
C|40130|60|ok
C|40140|60|ok
C|40150|60|ok
C|40160|60|ok
C|40170|60|ok
C|40180|60|ok
C|40190|60|ok
C|40200|60|ok
